Domain,"Variable Description","Key Analysis Variable","Flags for Analysis","ANALYSIS DATASET(S) INCLUSION","CB STANDARIZED variable
[max 12 characters = study (C_) + domain (XX) + name (8 char)]","CB SOURCE variable","Type/ Length",Origin,"CB categorical values as they appear on Survey","CB calculation/format","CB timepoints (weeks)","CB SOURCE: Data table(s) (for raw variables only)","CB CRF # (for raw variables only) and Q#",Notes,"BACPAC Harmonization","Reference Documents (original ques/measurement text, code, etc)",References
Mood,"How often felt worthless in past 7 days [BACPAC MinData/PROMIS Depression 4a]",,,,C_MOFLWRTHLS,"HS1EDDEP04, HS2EDDEP04",Num/1,Raw,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always","Format=EDDE     Possible Values=1,2,3,4,5 
1: Never
2: Rarely
3: Sometimes
4: Often
5: Always","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q11, CRF #7b|Q11","BACPAC MinData/PROMIS Depression 4a",BACPAC,"Promis depression 4a","NIH RTF # 19-22"
Mood,"How often felt helpless in past 7 days [BACPAC MinData/PROMIS Depression 4a]",,,,C_MOFLHELPLS,"HS1EDDEP06, HS2EDDEP06",Num/1,Raw,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always","Format=EDDE     Possible Values=1,2,3,4,5 
1: Never
2: Rarely
3: Sometimes
4: Often
5: Always","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q12, CRF #7b|Q12","BACPAC MinData/PROMIS Depression 4a",BACPAC,"Promis depression 4a","NIH RTF # 19-22"
Mood,"How often felt depressed in past 7 days [BACPAC MinData/PROMIS Depression 4a]",,,,C_MOFLDEPRS,"HS1EDDEP29, HS2EDDEP29",Num/1,Raw,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always","Format=EDDE     Possible Values=1,2,3,4,5 
1: Never
2: Rarely
3: Sometimes
4: Often
5: Always","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q13, CRF #7b|Q13","BACPAC MinData/PROMIS Depression 4a",BACPAC,"Promis depression 4a","NIH RTF # 19-22"
Mood,"How often felt hopeless in past 7 days [BACPAC MinData/PROMIS Depression 4a]",,,,C_MOFLHOPELS,"HS1EDDEP41, HS2EDDEP41",Num/1,Raw,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always","Format=EDDE     Possible Values=1,2,3,4,5 
1: Never
2: Rarely
3: Sometimes
4: Often
5: Always","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q14, CRF #7b|Q14","BACPAC MinData/PROMIS Depression 4a",BACPAC,"Promis depression 4a","NIH RTF # 19-22"
Mood,"PROMIS Depression 4a raw score (range: 4-20, higher=more depressed)",Yes,,,C_MOPROMDEPS,C_MOPROMDEPS,Num/2,Derived,NA,"Code is same for HS2, except HS2 is substituted for HS1 in variable names

Continuous/BEST12.
Range 4 - 20
Ppt must answer all 4 questions to receive a score.
PROMIS Depression SCORE (range 4-20) calculated as the sum of the following 4 values:
	IF hs1eddep04>.Z AND hs1eddep06>.Z AND hs1eddep29>.Z AND hs1eddep41>.Z THEN PROMIS_DEPRESSION_RAW_SUM=SUM(hs1eddep04,hs1eddep06,hs1eddep29,hs1eddep41);","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all 4 questions to receive a score.",BACPAC,"Promis depression 4a",
Mood,"Ever experienced this kind of event (unusually or especially frightening, horrible, or traumatic) [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOPERSEXTR,QL2PTEXPR,Num/1,Raw,"1=Yes, 0=No","Format=YESNO     Possible Values=0,1 
0: No
1: Yes","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""Sometimes things happen to people that are unusually or especially frightening, horrible, or traumatic. For example:  a serious accident or fire,  a physical or sexual assault or abuse,  an earthquake or flood, a war,  seeing someone be killed or seriously injured,  having a loved one die through homicide or suicide.""",NA,"BacPac Biobehavioral WG reccomendations",
Mood,"When experienced this kind of event (unusually or especially frightening, horrible, or traumatic): as a child  [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOTRAUMCH,QL2PTWHENC,Num/1,Raw,"1, Response selected","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

YNF
0=""0:No""
1=""1:Yes""","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36a","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
If yes to QL2PTEXPR/PERSONAL_EXP",,,
Mood,"When experienced this kind of event (unusually or especially frightening, horrible, or traumatic): as an adult [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOTRAUMAD,QL2PTWHENA,Num/1,Raw,"1, Response selected","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

YNF
0=""0:No""
1=""1:Yes""","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36a","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
If yes to QL2PTEXPR/PERSONAL_EXP",NA,"BacPac Biobehavioral WG reccomendations",
Mood,"In the past month, had nightmares about the event(s) or thought about the event(s) when did not want to [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MONIGHTMAR,QL2PTNGHT,Num/1,Raw,"1=Yes, 0=No","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

Format=YESNO     Possible Values=0,1 
0: No
1: Yes

(to be recoded)","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36b","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""In the past month, have you """,NA,"BacPac Biobehavioral WG reccomendations",
Mood,"In the past month, tried hard not to think of the event(s) or went out of your way to avoid situations that reminded you of the event(s) [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOTRAVOID,QL2PTAVOD,Num/1,Raw,"1=Yes, 0=No","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

Format=YESNO     Possible Values=0,1 
0: No
1: Yes

(to be recoded)","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36c","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""In the past month, have you """,NA,"BacPac Biobehavioral WG reccomendations",
Mood,"Been constantly on guard, watchful, or easily startled in past month [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOONGUARD,QL2PTGARD,Num/1,Raw,"1=Yes, 0=No","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

Format=YESNO     Possible Values=0,1 
0: No
1: Yes

(to be recoded)","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36d","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""In the past month, have you """,NA,"BacPac Biobehavioral WG reccomendations",
Mood,"Felt numb or detached from people, activities, or your surroundings in past month [Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MONUMB,QL2PTNUMB,Num/1,Raw,"1=Yes, 0=No","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

Format=YESNO     Possible Values=0,1 
0: No
1: Yes

(to be recoded)","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36e","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""In the past month, have you """,NA,"BacPac Biobehavioral WG reccomendations",
Mood,"In past month, felt guilty or unable to stop blaming yourself or others for the event(s) or any problems the event(s) may have caused[Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)]",,,,C_MOGUILTY,QL2PTGIL,Num/1,Raw,"1=Yes, 0=No","NOTE: this is a subquestion of QL2PTEXPR, see annotated form/mockup for branching logic

Format=YESNO     Possible Values=0,1 
0: No
1: Yes

(to be recoded)","0, 12, 26, 52, 78, 104","tblQL2: CRF8b: Quality of Life, Part 2 ","CRF #8b|Q36f","Primary Care PTSD Screen for DSM-5 (PC-PTSD-5)
""In the past month, have you """,NA,"BacPac Biobehavioral WG reccomendations",
Comorbidities,"Ever diagnosed with Anxiety",Yes,,,C_COANXIETYB,MH1MDEVER1,Num/1,Raw,"1, Response selected","YNF
0=""0:No""
1=""1:Yes""",0,"tblMH1: CRF4a: Medical History ","CRF #4a|Q1",,NA,"UCSF protocol",
Comorbidities,"Ever diagnosed with Depression",Yes,,,C_CODEPRESB,MH1MDEVER5,Num/1,Raw,"1, Response selected","YNF
0=""0:No""
1=""1:Yes""",0,"tblMH1: CRF4a: Medical History ","CRF #4a|Q1",,NA,"UCSF protocol",
QOL,"How much felt fatigued during past 7 days [PROMIS 29/PROMIS Fatigue 4a]",,,,C_QLFATIGUED,"HS1HI7, HS2HI7",Num/1,Raw,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much","Format=HOVBX     Possible Values=1,2,3,4,5
1: Not at all
2: A little bit
3: Somewhat
4: Quite a bit
5: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q16, CRF #7b|Q16","PROMIS 29/PROMIS Fatigue 4a",MRC,"Promis fatigue 4a",
QOL,"How much had trouble starting things due to being tired during past 7 days [PROMIS 29/PROMIS Fatigue 4a]",,,,C_QLTIRED,"HS1AN3, HS2AN3",Num/1,Raw,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much","Format=HOVBX     Possible Values=1,2,3,4,5
1: Not at all
2: A little bit
3: Somewhat
4: Quite a bit
5: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q17, CRF #7b|Q17","PROMIS 29/PROMIS Fatigue 4a",MRC,"Promis fatigue 4a",
QOL,"How much felt run down on average during past 7 days [PROMIS 29/PROMIS Fatigue 4a]",,,,C_QLRUNDOWN,"HS1FATEXP41, HS2FATEXP41",Num/1,Raw,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much","Format=HOVBX     Possible Values=1,2,3,4,5
1: Not at all
2: A little bit
3: Somewhat
4: Quite a bit
5: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q18, CRF #7b|Q18","PROMIS 29/PROMIS Fatigue 4a",MRC,"Promis fatigue 4a",
QOL,"How fatigued on average during past 7 days [PROMIS 29/PROMIS Fatigue 4a]",,,,C_QLHOWFATIG,"HS1FATEXP40, HS2FATEXP40",Num/1,Raw,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much","Format=HOVBX     Possible Values=1,2,3,4,5
1: Not at all
2: A little bit
3: Somewhat
4: Quite a bit
5: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q19, CRF #7b|Q19","PROMIS 29/PROMIS Fatigue 4a",MRC,"Promis fatigue 4a",
QOL,"PROMIS Fatigue 4a raw score (range: 4-20, higher=more fatigued)",Yes,,,C_QLPRFT4AR,PROMIS_FATIGUE_RAW_SUM,Num/2,Derived,NA,"Code is same for HS2, except HS2 is substituted for HS1 in variable names

** Fatigue**;
if  HS1HI7 ne . and HS1AN3 ne . and  HS1FATEXP41 ne . and HS1FATEXP40 ne . then PROMIS_FATIGUE_RAW_SUM = sum(of HS1HI7 HS1AN3 HS1FATEXP41 HS1FATEXP40);
else PRFT4AR = .;","0, 12, 26, 52, 78, 104",NA,NA,"Pt must answer all questions to receive a score.",MRC,"Promis fatigue 4a",
QOL,"During past month, hours of actual sleep at night [BACPAC MinData/Pain-Sleep Duration]",,,,C_QLSLEEPHRS,"HS1PSQ14H, HS2PSQ14H",Num/2,Raw,NA,"Continuous: 0 - 12","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q21, CRF #7b|Q21","[This may be different than the number of hours and minutes you spent in bed]",,,
QOL,"During past month, minutes of actual sleep at night [BACPAC MinData/Pain-Sleep Duration]",,,,C_QLSLEEPMIN,"HS1PSQ14M, HS2PSQ14M",Num/2?,Raw,NA,"Continuous: 0 - 59","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q21, CRF #7b|Q21","[This may be different than the number of hours and minutes you spent in bed]",HEAL,"BacPac MDS Outcomes Assessment ",
QOL,"During past month, total minutes of actual sleep at night [BACPAC MinData/Pain-Sleep Duration]",Yes,,,C_QLSLEEPDUR,SLEEP_DURATION_MINUTES,Num/3?,Derived,NA,"Continuous/BEST12
SLEEP_DURATION_MINUTES=sum(hs1psq14h*60, hs1psq14m);","0, 12, 26, 52, 78, 104",NA,NA,"Converted from categorical options 0-145 into minutes",HEAL,"BacPac MDS Outcomes Assessment ",
QOL,"Sleep quality in past 7 days [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,,,C_QLSLEEPQUA,"HS1SLEEP109, HS2SLEEP109",Num/1,Raw,"5, Very poor | 4, Poor | 3, Fair | 2, Good | 1, Very good","Format=POVG     Possible Values=1,2,3,4,5
1: Very good
2: Good
3: Fair
4: Poor
5: Very poor","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q22, CRF #7a|Q22","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"How much sleep was refreshing in past 7 days [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,,,C_QLREFRSLP,"HS1SLEEP116, HS2SLEEP116",Num/1,Raw,"5, Not at all | 4, A little bit | 3, Somewhat | 2, Quite a bit | 1, Very much","Format=NOTVM     Possible Values=1,2,3,4,5 
1: Very much
2: Quite a bit
3: Somewhat
4: A little bit 
5: Not at all","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q23, CRF #7b|Q23","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"How much had a problem with sleep in past 7 days (CB Reversed version/BH Original version) [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,"Values for CB are reversed to calculate summary score",,C_QLSLPPROB,"HS1SLEEP20_NEW, HS2SLEEP20_NEW",Num/1,Raw(BH)/Derived(CB),NA,"Format=FATIGF     Possible Values=1,2,3,4,5 	
1=""1:Not at all""
2=""2:A little bit""
3=""3:Somewhat""
4=""4:Quite a bit""
5=""5:Very much""

hs1sleep20_new = 6-hs1sleep20; ","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q24,CRF #7b|Q24","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"How much had difficulty falling asleep in past 7 days (CB Reversed version/BH Original version) [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,"Values for CB are reversed to calculate summary score",,C_QLDIFSLEEP,"HS1SLEEP44_NEW, HS2SLEEP44_NEW",Num/1,Raw(BH)/Derived(CB),NA,"Format=FATIGF     Possible Values=1,2,3,4,5 	
1=""1:Not at all""
2=""2:A little bit""
3=""3:Somewhat""
4=""4:Quite a bit""
5=""5:Very much""

hs1sleep44_new = 6-hs1sleep44;","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q25,CRF #7b|Q25","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"How much sleep was restless in past 7 days (CB Reversed version/BH Original version) [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,"Values for CB are reversed to calculate summary score",,C_QLRSTLSLP,"HS1SLEEP108_NEW, HS2SLEEP108_NEW",Num/1,Raw(BH)/Derived(CB),NA,"Format=FATIGF     Possible Values=1,2,3,4,5 	
1=""1:Not at all""
2=""2:A little bit""
3=""3:Somewhat""
4=""4:Quite a bit""
5=""5:Very much""
	
hs1sleep108_new = 6-hs1sleep108;
","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q26,CRF #7b|Q26","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"How much tried hard to get to sleep in past 7 days (CB Reversed version/BH Original version) [BACPAC MinData/ PROMIS Sleep Disturbance 6a ]",,"Values for CB are reversed to calculate summary score",,C_QLTRIEDSLP,"HS1SLEEP72_NEW, HS2SLEEP72_NEW",Num/1,Raw(BH)/Derived(CB),NA,"Format=FATIGF     Possible Values=1,2,3,4,5 	
1=""1:Not at all""
2=""2:A little bit""
3=""3:Somewhat""
4=""4:Quite a bit""
5=""5:Very much""

hs1sleep72_new = 6- hs1sleep72;","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q27,CRF #7b|Q27","BACPAC MinData/ PROMIS Sleep Disturbance 6a",HEAL,"Promis sleep 6a",
QOL,"PROMIS Sleep Disturbance 6a raw score (range: 6-30, higher=more disturbance)",Yes,,,C_QLSLPDISRS,PRSD6AR,Num/1,Derived,NA,"Code is same for HS2, except HS2 is substituted for HS1 in variable names

NOTE: will need to be reversed for HS2 as well

Scores for HS1SLEEP20, HS1SLEEP44, HS1SLEEP108, HS1SLEEP72 were reversed before calculating raw score
 ** Sleep Disturbance**; 
** _new because this variable needed reverse coding**;
if hs1sleep109 ne . and hs1sleep116 ne . and hs1sleep20_new ne . and hs1sleep44_new ne . and hs1sleep108_new ne . and hs1sleep72_new ne . then PRSD6AR  = hs1sleep109 + hs1sleep116 + hs1sleep20_new +hs1sleep44_new +hs1sleep108_new +hs1sleep72_new;","0, 12, 26, 52, 78, 104",NA,NA,"Pt must answer all questions to receive a score.",HEAL,"Promis sleep 6a",
QOL,"How often have trouble doing all regular leisure activities with others in past 7 days [PROMIS 29/PROMIS Social Roles and Activities 4a]",,"format values differ for CB vs BH - use BH format",,C_QLLEISUREB,HS1SRPPER11,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Often | 1, Always","Format=NVRAA     Possible Values=1,2,3,4,5 
1: Always
2: Often
3: Sometimes
4: Rarely
5: Never",0,"tblHS1: CRF7a: Health Status","CRF #7a|Q29","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all regular leisure activities with others in past 7 days (follow-up) [PROMIS 29/PROMIS Social Roles and Activities 4a]",,,,C_QLLEISUREF,HS2SRPPER11,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Usually | 1, Always","Format=NVRAX     Possible Values=1,2,3,4,5 
1: Always
2: Usually
3: Sometimes
4: Rarely
5: Never","12, 26, 52, 78, 104","tblHS2: CRF7b: Health Status F/U","CRF #7b|Q29","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all family activities that I want to do in past 7 days [PROMIS 29/PROMIS Social Roles and Activities 4a]",,"format values differ for CB vs BH - use BH format",,C_QLFAMACTB,HS1SRPPER18,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Often | 1, Always","Format=NVRAA     Possible Values=1,2,3,4,5 
1: Always
2: Often
3: Sometimes
4: Rarely
5: Never",0,"tblHS1: CRF7a: Health Status","CRF #7a|Q30","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all family activities that I want to do in past 7 days (follow-up) [PROMIS 29/PROMIS Social Roles and Activities 4a]",,,,C_QLFAMACTF,HS2SRPPER18,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Usually | 1, Always","Format=NVRAX     Possible Values=1,2,3,4,5 
1: Always
2: Usually
3: Sometimes
4: Rarely
5: Never","12, 26, 52, 78, 104","tblHS2: CRF7b: Health Status F/U","CRF #7b|Q30","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all of my usual work (include work at home) in past 7 days [PROMIS 29/PROMIS Social Roles and Activities 4a]",,"format values differ for CB vs BH - use BH format",,C_QLUSUALWKB,HS1SRPPER23,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Often | 1, Always","Format=NVRAA     Possible Values=1,2,3,4,5 
1: Always
2: Often
3: Sometimes
4: Rarely
5: Never",0,"tblHS1: CRF7a: Health Status","CRF #7a|Q31","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all of my usual work (include work at home) in past 7 days (follow-up) [PROMIS 29/PROMIS Social Roles and Activities 4a]",,,,C_QLUSUALWKF,HS2SRPPER23,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Usually | 1, Always","Format=NVRAX     Possible Values=1,2,3,4,5 
1: Always
2: Usually
3: Sometimes
4: Rarely
5: Never","12, 26, 52, 78, 104","tblHS2: CRF7b: Health Status F/U","CRF #7b|Q31","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all activities with friends that I want to do in past 7 days [PROMIS 29/PROMIS Social Roles and Activities 4a] ",,"format values differ for CB vs BH - use BH format",,C_QLACTWFRNB,HS1SRPPER46,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Often | 1, Always","Format=NVRAA     Possible Values=1,2,3,4,5 
1: Always
2: Often
3: Sometimes
4: Rarely
5: Never",0,"tblHS1: CRF7a: Health Status","CRF #7a|Q32","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"How often have trouble doing all activities with friends that I want to do in past 7 days (follow-up)[PROMIS 29/PROMIS Social Roles and Activities 4a] ",,,,C_QLACTWFRNF,HS2SRPPER46,Num/1,Raw,"5, Never | 4, Rarely | 3, Sometimes | 2, Usually | 1, Always","Format=NVRAX     Possible Values=1,2,3,4,5 
1: Always
2: Usually
3: Sometimes
4: Rarely
5: Never","12, 26, 52, 78, 104","tblHS2: CRF7b: Health Status F/U","CRF #7b|Q32","PROMIS 29/PROMIS Social Roles and Activities 4a",MRC,"Promis social role 4a",
QOL,"PROMIS Social Roles and Activities 4a raw score (range: 4-20, higher=more social)",Yes,,,C_QLPRSR4ARS,PROMIS_SOCIAL_ROLES_RAW_SUM,Num/2,Derived,NA,"Code is same for HS2, except HS2 is substituted for HS1 in variable names

** Social Role**;
if hs1srpper11 ne . and hs1srpper18 ne . and hs1srpper23 ne . and hs1srpper46 ne . then PROMIS_SOCIAL_ROLES_RAW_SUM = sum(of hs1srpper11 hs1srpper18 hs1srpper23 hs1srpper46 );
else PROMIS_SOCIAL_ROLES_RAW_SUM = .;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all 4 questions to receive a score.",MRC,"Promis social role 4a",
QOL,"How much I am able to concentrate in past 7 days [PROMIS Cognitive Function 2a]",,"Format values differ between CB and BH",,C_QLCONCENTR,"HS1PROPCON, HS2PROPCON",Num/1,Raw,"0, Not at all | 1, A little bit | 2, Somewhat | 3, Quite a bit | 4, Very much","Format=NOTV     Possible Values=0,1,2,3,4
0: Not at all	
1: A little bit
2: Somewhat	
3: Quite a bit	
4: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q34, CRF #7b|Q34",,MRC,"Promis cognitive function 2a",
QOL,"How much I have been able to remember to do things, like take medicine or buy something I needed in past 7 days [PROMIS Cognitive Function 2a]",,"Format values differ between CB and BH",,C_QLREMEMBER,"HS1PROPMED, HS2PROPMED",Num/1,Raw,"0, Not at all | 1, A little bit | 2, Somewhat | 3, Quite a bit | 4, Very much","Format=NOTV     Possible Values=0,1,2,3,4
0: Not at all	
1: A little bit
2: Somewhat	
3: Quite a bit	
4: Very much","0, 12, 26, 52, 78, 104","tblHS1: CRF7a: Health Status, tblHS2: CRF7b: Health Status F/U","CRF #7a|Q35, CRF #7b|Q35",,MRC,"Promis cognitive function 2a",
QOL,"PROMIS Cognitive Function 2a raw score (range: 2-10, higher=more cog fxn)",Yes,,,C_QLPROMCOGR,PROMIS_COGNITIVE_FXN_RAW_SUM,Num/2,Derived,NA,"Code is same for HS2, except HS2 is substituted for HS1 in variable names

**Cognitive Function**;
hs1propmed_new=hs1propmed+1;
 hs1propcon_new=hs1propcon+1;
if  hs1propcon_new ne . and hs1propmed_new ne . then PROMIS_COGNITIVE_FXN_RAW_SUM = sum(hs1propmed_new,   hs1propcon_new);
else PROMIS_COGNITIVE_FXN_RAW_SUM = .;","0, 12, 26, 52, 78, 104",NA,NA,"Ppt must answer all questions to receive score.",MRC,"Promis cognitive function 2a",
